Language,Subject,Age,Gloss,IPAtarget,IPAactual1,IPAactual2,IPAactual3,IPAactual4,IPAactual5,IPAactual6,IPAactual7,IPAactual8
,,,JUICE,dʒu:s,di:ʃ,,,,,,,
,,,MAMA,mam:a,ma:m:a,ma:m a,ma:m: a,,,,,
,,,ajao(im.),a:dʒao,a:t:u,a:du,,,,,,
,,,baow baow(o)BT,bʰəu bʰəu ,bu:bu:,,,,,,,
,,,chuchu(o) BT,tʃu:tʃu,tot:u,,,,,,,
,,,LION,lain,la:,,,,,,,
,,,Kashmir,kaʃmir,i:ʃ,,,,,,,
,,,AEROPLANE,æːropleɪn,aoplæn,a:ple:n,,,,,,
,,,mamu,ma:mu,m:a:mu,m:a:m:u,,,,,,
,,,COW,ka:o,ta:u,tʃa:o,qao,,,,,
,,,CAKE(im.),ke:k,ti: ti,,,,,,,
,,,baba,baba,ba:ba,ba:b:a,ba:b:ə,,,,,
,,,HORSE,hɔːrs,a:ʃ,,,,,,,
,,,billi,bil:i,bəl:i,,,,,,,
,,,DOGGY BT,dɒɡi,dat:i,,,,,,,
,,,chunti,tʃu:nʈi,tu:ti,,,,,,,
,,,"ajjan (o), BT",əj:a:,əj:a:,,,,,,,
,,,NO,no,nũ:,,,,,,,
,,,phuppo,pʰup:o,pup:o,,,,,,,
,,,abbu jee,əbbu dʒi,a:budʒi,,,,,,,
,,,dado,dad:o,dad:o,,,,,,,
,,,chachu,tʃa:tʃu,ta:t:u,,,,,,,
,,,yay kya hai ,je: kja he,e:tʃiə e,atla:,e:ta:,e:tja:,ta:tja,idja:,i:tja e,
,,,yay maon hai,je: mao he:,i: məu,,,,,,,
,,,AUNTI nay diya hai(im.),a:nti ne dija he:,a:t:i ne da: e (im.),,,,,,,
,,,MAMA ko ai ho gaye( i),mama ko a:i ho gəi,m:amə ai:,m:ama: a:i,,,,,,
French,Basile,20,ah,,a (*2),a (*2),,,,,,
,,,badaboum,,pu ba,,,,,,,
,,,balayer (im.),,pəele,,,,,,,
,,,barbe à papa,,baba (*6),maba baba,bamba a,papa (*2),maba (*2),papa (*2),,
,,,,,baba (*6),baba (*6),baba (*6),baba (*6),baba (*6),maba (*2),,
,,,beurk (im.),,ke,,,,,,,
,,,bisou,,bu,,,,,,,
,,,bottes,,bo (im.),po (im.),bo (*2),bo (*2),,,,
,,,boum,,bu (im.),pu,,,,,,
,,,bravo,,babo (*2),babo (*2),,,,,,
,,,ça,,dʒa,ʒa (*10),aʒa (*6),əʒa (*3),əɬa,əða,ʒa (*10),
,,,,,ʒa (*10),ʒa (*10),ʒa (*10),ʒa (*10),ʒa (*10),ʒa (*10),ʒa (*10),
,,,,,ʒa (*10),aʒa (*6),aʒa (*6),aʒa (*6),aʒa (*6),aʒa (*6),əʒa (*3),əʒa (*3)
,,,canapé (im.),,mate,,,,,,,
,,,canard/coin-coin,,kaka (*2),akɔ,əka,ka,kaka (*2),,,
,,,cassé (im.),,atʃe,,,,,, ,
,,,coucou,,kuku (*2),kuku (*2),,,,,,
,,,divan (im.),,vəvə,,,,,,,
,,,doux  (im.),,tu,,,,,,,
,,,encore,,ko (im.),ɔkɔ,ako, ,,,,
,,,hou,,ə vu vu,,,,,,,
,,,joue,,lu,,,,,,,
,,,est là,,e la ,la (im.),əla (im.),,,,,
,,,l'eau,,lo (*5),elu,ə lo,lo lo,lo (*5),lo (*5),lo (*5),lo (*5)
,,,loup,,ə lo  ,ə lə,lo (im.),,,,,
,,,lequel (im.),,əke,,,,,,,
,,,lit (im.),,ə li ,,,,,,,
,,,livre,,lə lə,lə (*3),ələ,le (*2),əle,li (*2),lə (*3),lə (*3)
,,,,,le (*2),li (*2),,,,,,
,,,maman,,mamɑ (*6),nama,a mamɑ,e mamɑ,ema,,ə lø,
,,,,,mamɑ (*6),mamɑ (*6),mamɑ (*6),mamɑ (*6),mamɑ (*6),,,
,,,mouton (im.),,ətə,,,,,,,
,,,musique,,keke (*3),kəkə,kəke,keke (*3),keke (*3),,,
,,,nonnon,,nɔnɔ,ɔ,,,,,,
,,,oh,,o (*3),pa (im.),o (*3),o (*3),,,,
,,,ouh,,u,,,,,,,
,,,paf,,pa (*4),pa,pa (*4),pa (*4),pa (*4),,,
,,,page,,pa (im.) (*7),papapa,papo,pa (im.) (*7),pa (im.) (*7),pa (im.) (*7),pa (im.) (*7),pa (im.) (*7)
,,,,,pa (im.) (*7),,,,,,,
,,,pan,,po,,,,,,,
,,,papa,,papa (*3),pa pə,papa (*3),papa (*3),,,,
,,,pin pon,,pa pu ,pu (*3),apo (im?),po (*2),pu (*3),pu (*3),po (*2),
,,,poire/pomme,,pu (im.) (*2),pu (im.) (*2),,,,,,
,,,puzzle (im.),,ulə,,,,,,,
,,,t'aide,,ati,tu tu (wh),,,,,,
,,,tchou,,ə tu,,,,,,,
,,,teuton (im.),,tøto,,,,,,,
,,,tricoter (im.),,kote,,,,,,,
,,,voiture,,ɛvu,wu vu,,,,,,
,,,vroum,,βu,,,, , ,,
,Julien,19,Ah,,a (*2),a (*2),,,,,,
,,,Boubou,,bubu,babuə,bubə,,,,,
,,,Clé(s),,ke (*2),kˡe,ke (*2),,,,,
,,,Corinne,,ləɬe,,,,,,,
,,,cot cot,,ku ku,,,,,,,
,,,croco,,koko,a gogo,koko,kokə,,,,
,,,Cubes,,a ke,,,,,,,
,,,les deux,,ə de,,,,,,,
,,,plus grand (im.),,pu χə,,,,,,,
,,,Là,,wa (*3),wa (*3),wa (*3),,,,,
,,,Maman,,mamɑ,,,,,,,
,,,Meuh,,əmø,,,,,,,
,,,Miaou,,mau (*2),maum,maɔ,mau (*2),,,,
,,,Nana,,nana,,,,,,,
,,,Non,,nɔ (*5),da,na,nɑ,nɔ (*5),nɔ (*5),nɔ (*5),nɔ (*5)
,,,Oh,,o,,,,,,,
,,,ouais,,we (*3),we (*3),we (*3),,,,,
,,,Papa,,papa (*3),papa (*3),papa (*3),,,,,
,,,Pas,,pa,,,,,,,
,,,Petit,,aopti,,,,,,,
,,,Pin pon,,pa po,pa fo,a pa po,,,,,
,,,Piou,,ə pə pə,,,,,,,
,,,Plein,,ka ka,,,,,,,
,,,Popi,,pətɛ,,,,,,,
,,,Tonton,,kɔkɔ (*2),kɔkɔ (*2),,,,,,
,Romuald,21,à bientôt (im.),,tato (i. toy),,,,,,,
,,,ah,,a (*5),a (*5),a (*5),a (*5),a (*5),,,
,,,allô,,əlo,,,,,,,
,,,alors ,,alɔː,ajɔ dadapa,,,,,,
,,,l'avion,,lajø,,,,,,,
,,,ballon,,galo,,,,,,,
,,,bobo,,bobo (*2),bobobo (*2),bobo (*2),bobobo (*2), , , ,
,,,boum,,bu (im.),bu,,,,,,
,,,ça,,ɕa (*4),ʃa,n tʃa,a (?),ka, , ,
,,,,,ɕa (*4),ɕa (*4),ɕa (*4),,,,,
,,,cassé,,kace (*4),kake (*2 i),katə ,katːa,ake,kake, ,
,,,,,kace (*4),kace (*4),kace (*4),kake (*2 i),,,,
,,,cheval (im.),,tləla (im.),,,,,,,
,,,cochon (im.),,təso,təto,,,,,,
,,,dominos (im.),,ominə,,,,,,,
,,,fait dodo,,de dəto,,,,,,,
,,,hop,,ɔp (*7),ɔp (im.),ɔp (*7),ɔp (*7),ɔp (*7),ɔp (*7),ɔp (*7),ɔp (*7)
,,,hop-là,,ɔp a (*12),ap a,tətətətə ɔp a,ap, ,,,
,,,là,,la (*4),ə la,dʲa,ti la la,da,la (*4),la (*4),la (*4)
,,,la tête,,ta te,,,,,,,
,,,la vache,,vavam,,,,,,,
,,,mouton,,əto (*2),ɔto,to (*2),əto (*2),to (*2),,,
,,,non ,,nɔ (*15),nɔcəco,do,dɔ,nɔ (*15),nɔ (*15),nɔ (*15),nɔ (*15)
,,,,,nɔ (*15),nɔ (*15),nɔ (*15),nɔ (*15),nɔ (*15),nɔ (*15),nɔ (*15),nɔ (*15)
,,,,,nɔ (*15),nɔ (*15),,,,,,
,,,non pas ça,,nɔba da,,,,,,,
,,,papa,,papa,,,,,,,
,,,pas,,pa,,,,,,,
,,,un livre (im.),,də li,gə li,,,,,,
,,,voilà,,ela,,,,,,,
,Vincent,18,non,,nɔ (*4),ə nɔ,nɑ (*5),nɑ (*5),nɑ (*5),,,
,,,,,nɔ (*4),nɔ (*4),nɔ (*4),nɑ (*5),nɑ (*5),,,
,,,train,,ə kʁɛ, kʁɛ (*4),tʁɛ,oe tʁɛ,a kʁɛ (*4),,,
,,,,, kʁɛ (*4), kʁɛ (*4), kʁɛ (*4),a kʁɛ (*4),a kʁɛ (*4),a kʁɛ (*4),,
,,,a pas,,a pɛ,,,,,,,
,,,accroche,,aʃoʃ,,,,,,,
,,,allô,,alɔ (*2),alo,alə,ao,alɔ (*2),,,
,,,attends,,atə,,,,,,,
,,,boum,,bum (*3),bum (*3),bum (*3),,,,,
,,,bravo,,avo (*4),awo,avo (*4),avo (*4),avo (*4),,,
,,,caché,,a hahɛ,aɕe,,,,,,
,,,casser,,a taɕe,,,,,,,
,,,chercher,,əʃəʃy,əʃəʃi,,,,,,
,,,encore,,atə,,,,,,,
,,,entends,,atɑ,,,,,,,
,,,essaye (là),,eɕɛ,ebə la,,,,,,
,,,est parti,,a paty,,,,,,,
,,,fermé,,ame,,,,,,,
,,,garage,,alaʃ,,,,,,,
,,,hop,,ap (*2),ap (*2),,,,,,
,,,ici,,isi,iʃi,,,,,,
,,,"l'autre, autres",,l etʁ,ot,,,,,,
,,,l'avion,,j ajɔ (*2),a n ajɔ,j ajɔ (*2),,,,,
,,,là,,la (*3),la,əla,la (*3),la (*3),,,
,,,la lune,,la lylə,la lyjəjə,la lyl (*2),ja jy,la lydelə,a la ly,la ly,
,,,,,la lyl (*2),,,,,,,
,,,la voiture,,a taty (*8),ə taty,a katy ,a taty (*8),a taty (*8),a taty (*8),a taty (*8),
,,,,,a taty (*8),a taty (*8),a taty (*8),,,,,
,,,là-haut,,lao (*4),lao (*4),lao (*4),lao (*4),,,,
,,,le biberon,,ə meɔ,,,,,,,
,,,le chien,,a ʃø,,,,,,,
,,,le pain,,ə pɛ (*2),a pɛ (*2),ə pɛ (*2),a pɛ (*2),,,,
,,,marche pas,,afa,af pa (*6),af pa (*6),af pa (*6),af pa (*6),af pa (*6),af pa (*6),
,,,micro,,ikʁɔ,,,,,,,
,,,non ici,,nɔ ɕi,,,,,,,
,,,ok,,okɛ,,,,,,,
,,,ouais,,vɛ (*2),wɛ (*3),vɛ (*2),wɛ (*3),wɛ (*3),,,
,,,rouge,,wuʃ ,luʃ (*3),luʃ (*3),luʃ (*3),,,,
,,,super,,əpɛ,,,,,,,
,,,tête,,a tetɛt,,,,,,,
,,,un autre,,a n ot,,,,,,,
,,,un deux,,a dø (*2),a dø (*2),,,,,,
,,,vert,,vɛ (*2),vɛ (*2),,,,,,
,,,voilà,,ala (*3),ala (*3),ala (*3),,,,,
Japanese,Taro,23,"oh, gone [not SU]",aiʨ:at:a ,ʌɪdʲəd:a,ʨɪt:a,,,,,,
,,,"hey, what's this? [not SU]",anandakoɾe ,ʌnʌndʌkɔɛ,,,,,,,
,,,hot [not SU],at:sɯi (im.),aʔʨʊɪ,,,,,,,
,,,baby,bebi:,da:bi,abebi,bibiʔ,bebɪ,be:bɪ:,,,
,,,ball,bo:ɾɯ,bɔ,bɔʔ,pom (*2),pom (*2),,,,
,,,car,bɯbɯ,əbʊ:bʊ,,,,,,,
,,,train [not SU],den=ɕa ,dʑɛ:dʑaʔ,dɛ:dʑaʔ,dɛdʑa,dʌʃaʔ (*2),dʌʃaʔ (*2),,,
,,,bath/sound of pouring water,dʑadʑa,ʝeʝaʰə,dʲədʲə,ʤɯʤɯʔ,ʝaʝaʔ,ʤəʤəʔ,,,
,,,"pencil, writing [not SU] ",dʑidʑi ,dʑɪɕɪʔ,,,,,,,
,,,juice,dʑɯ:sɯ,ʝɨʝɨ,dɔ:tʲə,ʝɯʝɯʔ,,,,,
,,,here you are,hai,haɪ,haɪ (wh),,,,,,
,,,went in,hait:a,haɪt:a,,,,,,,
,,,book [not SU],hon  (im.),həʔ (*3),həʔ (*3),həʔ (*3),,,,,
,,,ouch [not SU],itai ,ʌɪta:ɪ,ʌɪtaʔ,,,,,,
,,,found (s'th) [not SU],itai ,aɪta:,,,,,,,
,,,here [not SU],koko ,gɔ:kɔ,,,,,,,
,,,cookie [not SU],kɯk:i: ,tʲʊk:ʊ (wh),tʲʊk:ə,,,,,,
,,,shoes,kɯtsɯ,guʨ:ʊ (*3),kʊʨ:ʊ,gʊʨ:ɪ,gʊʨ:ʊʔ,guʨ:ʊ (*3),guʨ:ʊ (*3),,
,,,all gone ,nainai ,nʲænʲɛ,,,,,,,
,,,what's this? [not SU],nanikoɾe ,naɪkɔɛ,,,,,,,
,,,sleep,nen:e,əneneʔ,nen:e,njɛn:ɛʔ (*3),nɛn:ɛ,nʲɛn:eʔ,njɛn:ɛʔ (*3),njɛn:ɛʔ (*3),
,,,cat/meow,njan,njæ (*3),njæ (*3),njæ (*3),,,,,
,,,got up [not SU],ok:iɕita (im.) ,taʔ,,,,,,,
,,,eyes,omeme (im.),m:emɛʔ,,,,,,,
,,,fish,ototo,ɔtɔtɔ,,,,,,,
,,,biting sound ,pakɯn,hapŋ (*5),apŋ (*7),hapŋ (*5),hapŋ (*5),hapŋ (*5),hapŋ (*5),,
,,,,,apŋ (*7),apŋ (*7),apŋ (*7),apŋ (*7),apŋ (*7),apŋ (*7),,
,,,daddy,papa,pɑp:ɑ: (im.),pʊp:ɑʔ,,,,,,
,,,bird,pipi,pʰipiʔ,,,,,,,
,,,splashing sound,piʨapiʨa,pɪtæpɪtɪ (wh),tæpt:æ,,,,,,
,,,apple,ɾiŋ=go,niŋgɔ (*3),niŋgɔ (*3),niŋgɔ (*3),,,,,
,,,alligator,wani,waɪ (*7),waɪ (*4),wʌ:ɪ,ʰɯwʌɪ,hɯwaɪ,wa:,,
,,,,,waɪ (*7),waɪ (*7),waɪ (*7),waɪ (*7),waɪ (*7),waɪ (*7),,
,,,,,waɪ (*4),waɪ (*4),waɪ (*4),,,,,
,,,doggy,wanwan,wawa,wawa (wh),wawa,,,,,
Welsh,Gwyn,17,adar,,ʔada,ʔaʰda:,,,,,,
,,,babi,,bab:i (x3),bab:i:,bab:i (x3),bab:i (x3),,,,
,,,blodau,,blab:la: (x4),blala,abʊla,blɒb:la:,blab:la,,,
,,,,,blab:la: (x4),blab:la: (x4),blab:la: (x4),,,,,
,,,Bwgan ,,mbʊʔgan,həgam,,,,,,
,,,bwyd ,,bʷʊid,bwid,,,,,,
,,,cadw (im.),,bʰad:ʊ  ,,,,,,,
,,,cloc,,klɒk,,,,,,,
,,,clown (im.),,glʊ ,glʊi,,,,,,
,,,cwaccwac ,,gʊag:ak,gagag:a:k,gaga:: (im.),,,,,
,,,dad,,dad (x3),dad (x3),dad (x3),,,,,
,,,dau,,daɪ (x2),dai,daɪ (x2),,,,,
,,,"dau, tri ",,daidi (x2),daɪdə:dri,daɪdi (x2),daidi (x2),daɪdi (x2),,,
,,,diolch,,djaʊx,djaʊ,ʔaʊx,dijax,dɪjaʊf,,,
,,,,,tʃaʊx,dijaʊx,djaʊkx ,,,,,
,,,eh-oh,,ʔah:aʊ,,,,,,,
,,,eliffant ,,ʔeɪjʌ,,,,,,,
,,,giraffe ,,dija,djɪaf,dʒaʔθija:f,,,,,
,,,glaw,,glaʊ,gl̩̩aʊ,,,,,,
,,,Guto,,xlʊda:,,,,,,,
,,,helo ,,ʔalo:,ʔaləʊ:,ʔalu:,ʔalu,,,,
,,,hyp,,ʔʌp,,,,,,,
,,,Jac-y-Jwc (im.),,duʔdjʊk ,,,,,,,
,,,lala(la),,lal:ala,lal:al,dɪlalal:a,,,,,
,,,lawr,,laʊ,,,,,,,
,,,llaw (im.),,laʊ ,,,,,,,
,,,Lucy,,lʊi (x2),lʊi (x2),,,,,,
,,,mam,,mam: (x3),mam: (x3),mam: (x3),,,,,
,,,moo ,,mu::,,,,,,,
,,,mwnci ,,mʊŋki,gʊg:i,mʊŋgi,mʊk:i,,,,
,,,,,mukgi,mʊŋki:,mʊʔdʒi,mukdʒi,,,,
,,,mwy,,mʊi (x2),mʊi,mbʊi,mʊi (x2),,,,
,,,nain  (im.),,naɪ:n ,naɪ:  ,,,,,,
,,,Noa,,nɔa,,,,,,,
,,,pain (im.),,bai  ,,,,,,,
,,,plop,,blab,,,,,,,
,,,sbinc-sbanc,,bɪʔdan,,,,,,,
,,,Smot,,map (x5),mʌp,map (x5),map (x5),map (x5),map (x5),,
,,,taid,,daɪd (x2),daɪd (x2),,,,,,
,,,tedi,,dɛd:i,,,,,,,
,,,Tinky-La-La,,dixkildadə,,,,,,,
,,,tri,,dʒi:,,,,,,,
,,,wy (im.),,ʔʊi,,,,,,,
,Carys,18,(peth) da  ,,da,,,,,,,
,,,aw  ,,ʔaʊ (x4),ʔaʊ (x4),ʔaʊ (x4),ʔaʊ (x4),,,,
,,,chwech  ,,dax,,,,,,,
,,,coch (im.) ,,ka:x,,,,,,,
,,,dad (im.),,tat,,,,,,,
,,,dau tri pedwar,,daɪtʃibi,,,,,,,
,,,do  ,,da,,,,,,,
,,,eira  ,,ʔɛɪja  (im.),wija ,,,,,,
,,,eisio  ,,iʃɪɑ,ʔɪsɛʊ,,,,,,
,,,gaggag  ,,ga:gakʰ,,,,,,,
,,,glas  (im.),,gax,,,,,,,
,,,hiya  ,,haɪja,aɪa,,,,,,
,,,hwnna ,,hʊna,ʊna,,,,,,
,,,ia  ,,iʌ,,,,,,,
,,,La-La,,ʊaʊa,,,,,,,
,,,lorry (im.),,lali,,,,,,,
,,,Lucy,,ditli,,,,,,,
,,,mam,,mam ,mæ:m (x2),ma:m,mæ:m (x2),,,,
,,,Meira ,,mija,mi:ʌʔ,meia,,,,,
,,,na  ,,na: (x2),n:a:,ʔə::na:,na: (x2),,,,
,,,nain  (im.) ,,nain,,,,,,,
,,,paid (im.) ,,baɪ:,,,,,,,
,,,plis (im.),,pis,,,,,,,
,,,pws ,,pus ,,,,,,,
,,,taid  (im.),,gab,,,,,,,
,,,tata (im.) ,,dada,χada,ata,,,,,
,,,tedi  ,,tɪdi:,dʒɪdʒ:ɨ,tʃɪd:ɨ,,,,,
,,,tractor,,ax,,,,,,,
,,,tri  ,,dɪ::, ,,,,,,
,,,tyrd  ,,tʰɪd,,,,,,,
,Fflur,17,(nos) da,,tθa: (x2), θa,tθa: (x2), ,,,,
,,,afal,,ʌwo,,,,,,,
,,,aw,,ʔaʊ (x3),ʔax,ʔaʊ:tθ,ʊaʊ,ʔaʊ (x3),ʔaʊ (x3),,
,,,banana ,,nam:a,,,,,,,
,,,beic,,gɛg,,,,,,,
,,,blodyn ,,goðan,,,,,,,
,,,boch,,ʔɒx,,,,,,,
,,,bwni   ,,ʔɛɲ:ɛ (x2),hʊni,ʔʌn:a,ʔʌɲ:ɛ,ʔʌnɛ,ʔʌn:a,,
,,,,,ʔʌŋe,nane:,ʔɛɲ:ɛ (x2),ʔʌn:e:,ʔʌnɛ,,,
,,,crocodeil,,gog:og:ʊan,,,,,,,
,,,cwaccwac,,gagak,,,,,,,
,,,diod,,ʔɒd,dad,,,,,,
,,,do,,dɔ,,,,,,,
,,,drwg,,dakx,gʊk,kʊx,gox,gʊɔk,gok,,
,,,dwr,,kʰʊx,,,,,,,
,,,eto,,tʰɒ,ʔəθax,ʔəθdox,,,,,
,,,fan’cw,,kʰux,klʊ,,,,,,
,,,fanna,,na,ma,,,,,,
,,,ffork,,gaʊk,,,,,,,
,,,fyna,,ʔɛn:æ:,ʔəm:a,ʔʌm:ə,,,,,
,,,gwag,,ŋgak (x3),ŋgak (x3),ŋgak (x3),,,,,
,,,gwallt,,ʔax,,,,,,,
,,,hwnna,,henɛ,ʔəɲa,ʔɔn:a,,,,,
,,,llaw,,ʔaʊ,,,,,,,
,,,mam,,mam,mam,xa:m,,,,,
,,,moron,,ʔɒwan,həwɛn,ʔɒvɛn,ʔəvɛd,bɔɪðlʌn,ʔɒuon,ʔəwʌn,
,,,mwnci,,gʌg:ɪ,kiʰte,kʰʌg:ɪʔ,,,,,
,,,na,,na,na,,,,,,
,,,pêl,,bɛn,ʔɛn,,,,,,
,,,Po,,xɔ,hɔa: ,,,,,,
,,,pws,,ʔɒθ,ʔaʌ:s,ʔʊ:v,ʔɪə ð,,,,
,,,rhein  ,,mɛn,,,,,,,
,,,sos goch,,ɔʔɔx,,,,,,,
,,,styc,,ʔmkɔkx,,,, ,,,
,,,syrthio,,ʔʌs:a,ʔəzɒ,ʔəsui,tθ:iɒ,,,,
,,,tê,,nda,,,,,,,
,Elen,18,(hwnna?) Bryn ,,həʊbbɪn,,,,,,,
,,,baba fyna,,baba:əʊa,,,,,,,
,,,babi,,baba,babab (x4),bəbab,babab (x4),babab (x4),babab (x4),,
,,,beic,,gakʰ,,,,,,,
,,,biscuit ,,gɪt,,,,,,,
,,,Bryn (im.),,bɪn,,,,,,,
,,,ceg,,dɪtʰ,,,,,,,
,,,choochoo (im.),,dʊʔtʃɪɔ:,,,,,,,
,,,cloc,,gɒkʰ,,,,,,,
,,,da/diolch,,da:,,,,,,,
,,,dad,,dat,datʰ,,,,,,
,,,"dau, tri",,daitxi:,daɪ:ʃɹɪ:,hʊdatsi:,daχi:,,,,
,,,"dau, tri, pedwar    ",,daɪ:tʃidida,daɪ:dzigogak,daɪ:ʃwitʰiba,,,,,
,,,Dipsi,,dɪsi:,,,,,,,
,,,geegee,,thidi,gɪdʒi,,,,,,
,,,gwgalu,,gʊgələʊ:,,,,,,,
,,,hello,,ələʊ,ʔʊəu,hələʊ:,,,,,
,,,hiya,,heɪjʌ,ʃeɪja,,,,,,
,,,hwnna,,hʊwɑ,,,,,,,
,,,tedi,,tʰide,,,,,,,
,,,ie,,ijə (x2),hijə,ijə (x2),,,,,
,,,La-La,,ɥawa (x2),awa,ɥawa (x2),,,,,
,,,llwy fana ,,ɬivana,,,,,,,
,,,llyga(dau),,gʌga,ɬaxa,,,,,,
,,,oh god ,,hɒ:ga:t ,ʔʊʔə:gɒ:tʰ,aʰgɔ:d,,,,,
,,,pêl,,pa:l,,,,,,,
,,,pêl fyna,,bal.əla,pal.əla,pəl.əla,,,,,
,,,pen,,bən (x2),pən,bən (x2),,,,,
,,,pen fyna,,pənəna,,,,,,,
,,,Po,,pəʊ,,,,,,,
,,,seesaw,,mʌsɪsɪjɔ  ,,,,,,,
,,,tata,,dəda:,,,,,,,
,,,tedi,,tʰədi ,tsədi,,,,,,
,,,trwyn  ,,tʰʊna ,səʊ,,,,,,
,,,uh-oh,,haʔəʊ:,ʔʊʔəʊ:,ʔʊʔ:əʊ,,,,,
